"Target Pattern Name","Prefix","Per minute charge","Connection charge","Charge period"
"Poland",+487365,0.153,0.153,1
"Poland",+487366,0.153,0.153,1
"Poland",+487391,0.153,0.153,1
"Poland",+487807,0.153,0.153,1
"Poland",+487808,0.153,0.153,1
"Poland",+487809,0.153,0.153,1
"Poland",+48784,0.153,0.153,1
"Poland",+48787,0.153,0.153,1
"Poland",+48788,0.153,0.153,1
"Poland",+487951,0.153,0.153,1
"Poland",+487952,0.153,0.153,1
"Poland",+487953,0.153,0.153,1
"Poland",+487954,0.153,0.153,1
"Poland",+487955,0.153,0.153,1
"Poland",+48880,0.153,0.153,1
"Poland",+488810,0.153,0.153,1
"Poland",+488818,0.153,0.153,1
"Poland",+488819,0.153,0.153,1
"Poland",+48882,0.153,0.153,1
"Poland",+488833,0.153,0.153,1
"Poland",+488838,0.153,0.153,1
"Poland",+488841,0.153,0.153,1
"Poland",+488842,0.153,0.153,1
"Poland",+48886,0.153,0.153,1
"Poland",+48888,0.153,0.153,1
"Poland",+48889,0.153,0.153,1
"Poland",+48209,0.018,0.018,1
"Poland",+4822,0.017,0.017,1
"Poland",+48221180,1200,1200,1
"Poland",+48221889,1200,1200,1
"Poland",+482219888,1200,1200,1
"Poland",+482219889,1200,1200,1
"Poland",+482574090,1200,1200,1
"Poland",+48333335,1200,1200,1
"Poland",+4857942,1200,1200,1
"Poland",+4857953,1200,1200,1
"Poland",+48700000,1200,1200,1
"Poland",+48700001,1200,1200,1
"Poland",+4873993,1200,1200,1
"Portugal",+35193,0.431,0.431,1
"Portugal",+35196,0.431,0.431,1
"Portugal",+351,0.008,0.008,1
"Portugal",+351169,0.308,0.308,1
"Portugal",+3519,0.323,0.323,1
"Portugal",+35191,0.431,0.431,1
"Portugal",+351189,0.308,0.308,1
"Portugal",+35192,0.431,0.431,1
"Portugal",+351639,0.323,0.323,1
"Portugal",+351609,0.323,0.323,1
"Portugal",+3516009,0.553,0.553,1
"Portugal",+351659,0.323,0.323,1
"Portugal",+351669,0.323,0.323,1
"Puerto Rico",+1787,0.014,0.014,1
"Puerto Rico",+1939,0.014,0.014,1
"Qatar",+97412,0.216,0.216,1
"Qatar",+9742,0.221,0.221,1
"Qatar",+9743,0.222,0.222,1
"Qatar",+9745,0.221,0.221,1
"Qatar",+9747,0.222,0.222,1
"Qatar",+9746,0.221,0.221,1
"Qatar",+974,0.201,0.201,1
"Reunion",+262692,0.052,0.052,1
"Reunion",+262,0.04,0.04,1
"Reunion",+262693,0.052,0.052,1
"Romania",+40118,0.602,0.602,1
"Romania",+40,0.01,0.01,1
"Romania",+4021,0.008,0.008,1
"Romania",+403,0.008,0.008,1
"Romania",+407,0.028,0.028,1
"Romania",+4076,0.028,0.028,1
"Romania",+40784,0.028,0.028,1
"Romania",+40785,0.028,0.028,1
"Romania",+40786,0.028,0.028,1
"Romania",+40787,0.028,0.028,1
"Romania",+4072,0.026,0.026,1
"Romania",+4073,0.026,0.026,1
"Romania",+40799,0.026,0.026,1
"Romania",+40312499,1200,1200,1
"Romania",+4033751,1200,1200,1
"Romania",+4033851,1200,1200,1
"Romania",+4033951,1200,1200,1
"Romania",+4034951,1200,1200,1
"Romania",+409,1200,1200,1
"Romania",+40900010,1200,1200,1
"Romania",+40906010,1200,1200,1
"Romania",+40900000,0.866,0.866,1
"Romania",+40903000,0.866,0.866,1
"Romania",+40906000,0.866,0.866,1
"Romania",+40971,1200,1200,1
"Russian Federation",+79,0.139,0.139,1
"Russian Federation",+7,0.141,0.141,1
"Russian Federation",+7495,0.024,0.024,1
"Russian Federation",+7499,0.024,0.024,1
"Russian Federation",+73952,0.043,0.043,1
"Russian Federation",+73,0.05,0.05,1
"Russian Federation",+74,0.05,0.05,1
"Russian Federation",+78,0.05,0.05,1
"Russian Federation",+78432,0.049,0.049,1
"Russian Federation",+78435,0.049,0.049,1
"Russian Federation",+7347,0.041,0.041,1
"Russian Federation",+7394,0.054,0.054,1
"Russian Federation",+7411,0.054,0.054,1
"Russian Federation",+7413,0.054,0.054,1
"Russian Federation",+7427,0.054,0.054,1
"Russian Federation",+7871,0.054,0.054,1
"Russian Federation",+7873,0.054,0.054,1
"Russian Federation",+7365,0.077,0.077,1
"Russian Federation",+7843,0.077,0.077,1
"Russian Federation",+7855,0.077,0.077,1
"Russian Federation",+7869,0.077,0.077,1
"Russian Federation",+7840,0.216,0.216,1
"Russian Federation",+7900,0.106,0.106,1
"Russian Federation",+7902,0.106,0.106,1
"Russian Federation",+7903,0.106,0.106,1
"Russian Federation",+7905,0.106,0.106,1
"Russian Federation",+7906,0.106,0.106,1
"Russian Federation",+7908,0.106,0.106,1
"Russian Federation",+7909,0.106,0.106,1
"Russian Federation",+7951,0.106,0.106,1
"Russian Federation",+7953,0.106,0.106,1
"Russian Federation",+796,0.086,0.086,1
"Russian Federation",+79786,0.086,0.086,1
"Russian Federation",+791,0.114,0.114,1
"Russian Federation",+79780,0.114,0.114,1
"Russian Federation",+79781,0.114,0.114,1
"Russian Federation",+79787,0.114,0.114,1
"Russian Federation",+79788,0.114,0.114,1
"Russian Federation",+798,0.114,0.114,1
"Russian Federation",+792,0.147,0.147,1
"Russian Federation",+793,0.147,0.147,1
"Russian Federation",+799,0.147,0.147,1
"Russian Federation",+7901,0.139,0.139,1
"Russian Federation",+7904,0.123,0.123,1
"Russian Federation",+795,0.123,0.123,1
"Russian Federation",+7954,1640,1640,1
"Russian Federation",+7958297,0.228,0.228,1
"Russian Federation",+7940,0.248,0.248,1
"Rwanda",+25075,0.343,0.343,1
"Rwanda",+25073,0.337,0.337,1
"Rwanda",+25078,0.294,0.294,1
"Rwanda",+25072,0.335,0.335,1
"Rwanda",+25028,0.346,0.346,1
"Rwanda",+250,0.342,0.342,1
"Saint Helena",+290,1222,1222,1
"Saint Kitts And Nevis",+1869,0.285,0.285,1
"Saint Lucia",+1758,0.3,0.3,1
"Saint Pierre And Miquelon",+508,0.403,0.403,1
"Samoa",+685,0.68,0.68,1
"San Marino",+37855,1200,1200,1
"San Marino",+378,0.09,0.09,1
"San Marino",+37858,0.09,0.09,1
"San Marino",+3786,0.54,0.54,1
"San Marino",+3787,0.887,0.887,1
"San Marino",+37877,1200,1200,1
"Sao Tome And Principe",+23999,0.715,0.715,1
"Sao Tome And Principe",+23990,0.715,0.715,1
"Sao Tome And Principe",+239,0.706,0.706,1
"Sao Tome And Principe",+23998,0.715,0.715,1
"Saudi Arabia",+9665,0.138,0.138,1
"Saudi Arabia",+966,0.112,0.112,1
"Senegal",+22178,0.374,0.374,1
"Senegal",+22130,0.465,0.465,1
"Senegal",+22172,0.459,0.459,1
"Senegal",+221,0.275,0.275,1
"Senegal",+22176,0.448,0.448,1
"Senegal",+22170,0.448,0.448,1
"Senegal",+22177,0.374,0.374,1
"Serbia",+3811451,0.349,0.349,1
"Serbia",+3811561,0.349,0.349,1
"Serbia",+3811661,0.349,0.349,1
"Serbia",+38118310,0.349,0.349,1
"Serbia",+3811921,0.349,0.349,1
"Serbia",+3812061,0.349,0.349,1
"Serbia",+38121310,0.349,0.349,1
"Serbia",+3812281,0.349,0.349,1
"Serbia",+38123051,0.349,0.349,1
"Serbia",+3812361,0.349,0.349,1
"Serbia",+3812421,0.349,0.349,1
"Serbia",+3812531,0.349,0.349,1
"Serbia",+3812621,0.349,0.349,1
"Serbia",+3812721,0.349,0.349,1
"Serbia",+38129310,0.349,0.349,1
"Serbia",+3813081,0.349,0.349,1
"Serbia",+3813161,0.349,0.349,1
"Serbia",+3813241,0.349,0.349,1
"Serbia",+3813331,0.349,0.349,1
"Serbia",+38134210,0.349,0.349,1
"Serbia",+3813579,0.349,0.349,1
"Serbia",+3813621,0.349,0.349,1
"Serbia",+3813721,0.349,0.349,1
"Serbia",+38139310,0.349,0.349,1
"Serbia",+3816,0.395,0.395,1
"Serbia",+381114101,1200,1200,1
"Serbia",+381114102,1200,1200,1
"Serbia",+381114103,1200,1200,1
"Serbia",+381114104,1200,1200,1
"Serbia",+381114105,1200,1200,1
"Serbia",+381114106,1200,1200,1
"Serbia",+381114107,1200,1200,1
"Serbia",+381114108,1200,1200,1
"Serbia",+381114109,1200,1200,1
"Serbia",+381114110,1200,1200,1
"Serbia",+38176540,0.286,0.286,1
"Serbia",+38176543,0.286,0.286,1
"Serbia",+38176655,0.286,0.286,1
"Serbia",+38176767,0.286,0.286,1
"Serbia",+3811739,0.349,0.349,1
"Serbia",+381,0.177,0.177,1
"Serbia",+38111,0.177,0.177,1
"Serbia",+381387,0.185,0.185,1
"Serbia",+3811051,0.349,0.349,1
"Serbia",+38111410,0.349,0.349,1
"Serbia",+38111411,0.349,0.349,1
"Serbia",+38111412,0.349,0.349,1
"Serbia",+38111413,0.349,0.349,1
"Serbia",+38111414,0.349,0.349,1
"Serbia",+38111415,0.349,0.349,1
"Serbia",+3811241,0.349,0.349,1
"Serbia",+3811341,0.349,0.349,1
"Seychelles",+24808011,1200,1200,1
"Seychelles",+248080940,1200,1200,1
"Seychelles",+24808252,1200,1200,1
"Seychelles",+248093,1200,1200,1
"Seychelles",+2481,1200,1200,1
"Seychelles",+2484206,1200,1200,1
"Seychelles",+24842710,1200,1200,1
"Seychelles",+2486410,1200,1200,1
"Seychelles",+2486411,1200,1200,1
"Seychelles",+2486412,1200,1200,1
"Seychelles",+2486413,1200,1200,1
"Seychelles",+2486414,1200,1200,1
"Seychelles",+2486415,1200,1200,1
"Seychelles",+248642,1200,1200,1
"Seychelles",+248017284,1200,1200,1
"Seychelles",+248065457,1200,1200,1
"Seychelles",+248079248,1200,1200,1
"Seychelles",+248,0.961,0.961,1
"Seychelles",+2482,0.96,0.96,1
"Sierra Leone",+23221,1200,1200,1
"Sierra Leone",+232,0.529,0.529,1
"Sierra Leone",+23225,0.546,0.546,1
"Sierra Leone",+23230,0.546,0.546,1
"Sierra Leone",+23233,0.546,0.546,1
"Sierra Leone",+23234,0.546,0.546,1
"Sierra Leone",+23240,0.546,0.546,1
"Sierra Leone",+23244,0.546,0.546,1
"Sierra Leone",+23250,0.546,0.546,1
"Sierra Leone",+23255,0.546,0.546,1
"Sierra Leone",+23256,0.546,0.546,1
"Sierra Leone",+23276,0.546,0.546,1
"Sierra Leone",+23277,0.546,0.546,1
"Sierra Leone",+23278,0.546,0.546,1
"Sierra Leone",+23279,0.546,0.546,1
"Sierra Leone",+23288,0.546,0.546,1
"Sierra Leone",+23299,0.546,0.546,1
"Sierra Leone",+23222,1200,1200,1
"Sierra Leone",+23232,1200,1200,1
"Singapore",+659,0.012,0.012,1
"Singapore",+658,0.012,0.012,1
"Singapore",+65,0.012,0.012,1
"Sint Maarten",+1721,0.147,0.147,1
"Slovakia",+421,0.01,0.01,1
"Slovakia",+4219,0.054,0.054,1
"Slovenia",+3869802,0.275,0.275,1
"Slovenia",+386,0.016,0.016,1
"Slovenia",+386437,0.451,0.451,1
"Slovenia",+38664,0.248,0.248,1
"Slovenia",+3869814,0.058,0.058,1
"Slovenia",+386432,0.445,0.445,1
"Slovenia",+386433,0.445,0.445,1
"Slovenia",+38649,0.445,0.445,1
"Slovenia",+386434,0.445,0.445,1
"Slovenia",+38631,0.275,0.275,1
"Slovenia",+38641,0.275,0.275,1
"Slovenia",+38651,0.275,0.275,1
"Slovenia",+3869800,0.275,0.275,1
"Slovenia",+3869803,0.275,0.275,1
"Slovenia",+3869817,0.275,0.275,1
"Slovenia",+38630,0.275,0.275,1
"Slovenia",+38640,0.275,0.275,1
"Slovenia",+38668,0.275,0.275,1
"Slovenia",+3869801,0.275,0.275,1
"Slovenia",+38670,0.275,0.275,1
"Slovenia",+3869807,0.275,0.275,1
"Slovenia",+3868189,1200,1200,1
"Slovenia",+386891300,1200,1200,1
"Slovenia",+386891301,1200,1200,1
"Slovenia",+386891302,1200,1200,1
"Solomon Islands",+677,0.878,0.878,1
"Somalia",+25221681,1200,1200,1
"Somalia",+25221683,1200,1200,1
"Somalia",+25221684,1200,1200,1
"Somalia",+25221685,1200,1200,1
"Somalia",+25221686,1200,1200,1
"Somalia",+25221688,1200,1200,1
"Somalia",+2522169,1200,1200,1
"Somalia",+2522230203,1200,1200,1
"Somalia",+2522230207,1200,1200,1
"Somalia",+2522230208,1200,1200,1
"Somalia",+2522230209,1200,1200,1
"Somalia",+2522233336,1200,1200,1
"Somalia",+2522235017,1200,1200,1
"Somalia",+252223504,1200,1200,1
"Somalia",+252223506,1200,1200,1
"Somalia",+2522235140,1200,1200,1
"Somalia",+2522235143,1200,1200,1
"Somalia",+2522235319,1200,1200,1
"Somalia",+2522235337,1200,1200,1
"Somalia",+2522236045,1200,1200,1
"Somalia",+25230,1200,1200,1
"Somalia",+252318,1200,1200,1
"Somalia",+25240,1200,1200,1
"Somalia",+252523,1200,1200,1
"Somalia",+25254150,1200,1200,1
"Somalia",+2525416,1200,1200,1
"Somalia",+252543,1200,1200,1
"Somalia",+2526200,1200,1200,1
"Somalia",+2526275,1200,1200,1
"Somalia",+2526500,1200,1200,1
"Somalia",+2526600,1200,1200,1
"Somalia",+2526612,1200,1200,1
"Somalia",+25270,1200,1200,1
"Somalia",+25283602,1200,1200,1
"Somalia",+25291,1200,1200,1
"Somalia",+25292,1200,1200,1
"Somalia",+25293,1200,1200,1
"Somalia",+25294,1200,1200,1
"Somalia",+25295,1200,1200,1
"Somalia",+25296,1200,1200,1
"Somalia",+25297,1200,1200,1
"Somalia",+25298,1200,1200,1
"Somalia",+25233354306,1200,1200,1
"Somalia",+25266113596,1200,1200,1
"Somalia",+25266116649,1200,1200,1
"Somalia",+25266117609,1200,1200,1
"Somalia",+252800,1200,1200,1
"Somalia",+25299,1200,1200,1
"Somalia",+25220,0.389,0.389,1
"Somalia",+25224,0.409,0.409,1
"Somalia",+25225,0.409,0.409,1
"Somalia",+25226,0.409,0.409,1
"Somalia",+25227,0.409,0.409,1
"Somalia",+25263,0.433,0.433,1
"Somalia",+25234,0.575,0.575,1
"Somalia",+25218,0.575,0.575,1
"Somalia",+25243,0.575,0.575,1
"Somalia",+25261,0.575,0.575,1
"Somalia",+25214700,1200,1200,1
"Somalia",+25211,0.575,0.575,1
"Somalia",+25220770,1200,1200,1
"Somalia",+25221319,1200,1200,1
"Somalia",+2522160,1200,1200,1
"Somalia",+25221680,1200,1200,1
"Somalia",+252,0.588,0.588,1
"Somalia",+25216,0.575,0.575,1
"Somalia",+25215,0.575,0.575,1
"South Africa",+27150,0.608,0.608,1
"South Africa",+27160,0.608,0.608,1
"South Africa",+27180,0.608,0.608,1
"South Africa",+27210,0.608,0.608,1
"South Africa",+27310,0.608,0.608,1
"South Africa",+27320,0.608,0.608,1
"South Africa",+27410,0.608,0.608,1
"South Africa",+27510,0.608,0.608,1
"South Africa",+27130,0.608,0.608,1
"South Africa",+27,0.03,0.03,1
"South Africa",+271,0.045,0.045,1
"South Africa",+272,0.045,0.045,1
"South Africa",+273,0.045,0.045,1
"South Africa",+274,0.045,0.045,1
"South Africa",+275,0.049,0.049,1
"South Africa",+278,0.038,0.038,1
"South Africa",+2711,0.03,0.03,1
"South Africa",+27600,0.091,0.091,1
"South Africa",+27819,0.091,0.091,1
"South Africa",+2785,0.091,0.091,1
"South Africa",+27610,0.041,0.041,1
"South Africa",+27611,0.041,0.041,1
"South Africa",+27612,0.041,0.041,1
"South Africa",+27613,0.041,0.041,1
"South Africa",+27615,0.041,0.041,1
"South Africa",+27616,0.041,0.041,1
"South Africa",+27617,0.041,0.041,1
"South Africa",+27618,0.041,0.041,1
"South Africa",+27619,0.041,0.041,1
"South Africa",+2762,0.041,0.041,1
"South Africa",+2774,0.041,0.041,1
"South Africa",+2784,0.041,0.041,1
"South Africa",+27603,0.21,0.21,1
"South Africa",+27604,0.21,0.21,1
"South Africa",+27605,0.21,0.21,1
"South Africa",+27630,0.21,0.21,1
"South Africa",+27631,0.21,0.21,1
"South Africa",+27632,0.21,0.21,1
"South Africa",+27633,0.21,0.21,1
"South Africa",+27634,0.21,0.21,1
"South Africa",+27635,0.21,0.21,1
"South Africa",+27710,0.21,0.21,1
"South Africa",+27717,0.21,0.21,1
"South Africa",+27718,0.21,0.21,1
"South Africa",+27719,0.21,0.21,1
"South Africa",+2773,0.21,0.21,1
"South Africa",+2778,0.21,0.21,1
"South Africa",+27810,0.21,0.21,1
"South Africa",+2783,0.21,0.21,1
"South Africa",+27614,0.063,0.063,1
"South Africa",+27811,0.063,0.063,1
"South Africa",+27812,0.063,0.063,1
"South Africa",+27813,0.063,0.063,1
"South Africa",+27814,0.063,0.063,1
"South Africa",+27815,0.063,0.063,1
"South Africa",+27816,0.063,0.063,1
"South Africa",+27817,0.063,0.063,1
"South Africa",+27606,0.036,0.036,1
"South Africa",+27607,0.036,0.036,1
"South Africa",+27608,0.036,0.036,1
"South Africa",+27609,0.036,0.036,1
"South Africa",+27711,0.036,0.036,1
"South Africa",+27712,0.036,0.036,1
"South Africa",+27713,0.036,0.036,1
"South Africa",+27714,0.036,0.036,1
"South Africa",+27715,0.036,0.036,1
"South Africa",+27716,0.036,0.036,1
"South Africa",+2772,0.036,0.036,1
"South Africa",+2776,0.036,0.036,1
"South Africa",+2779,0.036,0.036,1
"South Africa",+27818,0.036,0.036,1
"South Africa",+2782,0.036,0.036,1
"South Africa",+27873102327,1200,1200,1
"South Africa",+27100,0.608,0.608,1
"South Africa",+27120,0.608,0.608,1
"South Africa",+27140,0.608,0.608,1
"South Korea",+8201,0.03,0.03,1
"South Korea",+821,0.03,0.03,1
"South Korea",+82,0.02,0.02,1
"South Sudan",+21197,0.288,0.288,1
"South Sudan",+21192,0.29,0.29,1
"South Sudan",+21199,0.29,0.29,1
"South Sudan",+21195,0.294,0.294,1
"South Sudan",+21190,0.282,0.282,1
"South Sudan",+21191,0.288,0.288,1
"South Sudan",+21196,0.282,0.282,1
"South Sudan",+21111,0.336,0.336,1
"South Sudan",+211,0.337,0.337,1
"South Sudan",+2119,0.339,0.339,1
"Spain",+347,0.028,0.028,1
"Spain",+3451,0.66,0.66,1
"Spain",+3470,0.66,0.66,1
"Spain",+3480,0.66,0.66,1
"Spain",+3490,0.66,0.66,1
"Spain",+34,0.012,0.012,1
"Spain",+346,0.028,0.028,1
"Sri Lanka",+9475,0.21,0.21,1
"Sri Lanka",+94765,0.209,0.209,1
"Sri Lanka",+94766,0.209,0.209,1
"Sri Lanka",+94767,0.209,0.209,1
"Sri Lanka",+94768,0.209,0.209,1
"Sri Lanka",+94769,0.209,0.209,1
"Sri Lanka",+9477,0.209,0.209,1
"Sri Lanka",+9472,0.21,0.21,1
"Sri Lanka",+94702,0.209,0.209,1
"Sri Lanka",+94703,0.209,0.209,1
"Sri Lanka",+9471,0.209,0.209,1
"Sri Lanka",+94,0.2,0.2,1
"Sri Lanka",+9478,0.21,0.21,1
"Sudan",+24999,0.206,0.206,1
"Sudan",+249,0.197,0.197,1
"Sudan",+2499,0.195,0.195,1
"Sudan",+24911,0.173,0.173,1
"Sudan",+24912,0.173,0.173,1
"Sudan",+24995,0.185,0.185,1
"Sudan",+24992,0.206,0.206,1
"Sudan",+24993,0.206,0.206,1
"Sudan",+24990,0.2,0.2,1
"Sudan",+24991,0.2,0.2,1
"Sudan",+24996,0.2,0.2,1
"Sudan",+24994,0.682,0.682,1
"Suriname",+5977,0.34,0.34,1
"Suriname",+5978,0.34,0.34,1
"Suriname",+597,0.264,0.264,1
"Swaziland",+26878,0.186,0.186,1
"Swaziland",+268,0.126,0.126,1
"Swaziland",+26877,0.203,0.203,1
"Swaziland",+26876,0.186,0.186,1
"Sweden",+4670,0.026,0.026,1
"Sweden",+4671,0.026,0.026,1
"Sweden",+4672,0.026,0.026,1
"Sweden",+4673,0.026,0.026,1
"Sweden",+4676,0.026,0.026,1
"Sweden",+46,0.008,0.008,1
"Sweden",+46676,0.026,0.026,1
"Switzerland",+4179,0.15,0.15,1
"Switzerland",+41779,0.063,0.063,1
"Switzerland",+41775,0.063,0.063,1
"Switzerland",+4177,0.063,0.063,1
"Switzerland",+4176,0.171,0.171,1
"Switzerland",+417,0.242,0.242,1
"Switzerland",+4171,0.032,0.032,1
"Switzerland",+41,0.032,0.032,1
"Switzerland",+41774,0.063,0.063,1
"Switzerland",+4178,0.171,0.171,1
"Syrian Arab Republic",+963,0.114,0.114,1
"Syrian Arab Republic",+9639,0.167,0.167,1
"Taiwan",+886,0.024,0.024,1
"Taiwan",+8869,0.122,0.122,1
"Tajikistan",+992911,0.155,0.155,1
"Tajikistan",+992,0.161,0.161,1
"Tajikistan",+9929,0.186,0.186,1
"Tajikistan",+992918,0.157,0.157,1
"Tajikistan",+99298,0.157,0.157,1
"Tajikistan",+992915,0.155,0.155,1
"Tajikistan",+992917,0.155,0.155,1
"Tajikistan",+992919,0.155,0.155,1
"Tajikistan",+99296,0.179,0.179,1
"Tajikistan",+99241,0.157,0.157,1
"Tajikistan",+99255,0.133,0.133,1
"Tajikistan",+99288,0.133,0.133,1
"Tajikistan",+99290,0.133,0.133,1
"Tajikistan",+99250,0.201,0.201,1
"Tajikistan",+99277,0.201,0.201,1
"Tajikistan",+99292,0.201,0.201,1
"Tajikistan",+99293,0.201,0.201,1
"Tajikistan",+99297,0.186,0.186,1
"Tajikistan",+99295,0.174,0.174,1
"Tajikistan",+99299,0.182,0.182,1
"Tajikistan",+99237230,1200,1200,1
"Tajikistan",+99260100,1200,1200,1
"Tanzania",+2557,0.347,0.347,1
"Tanzania",+255,0.371,0.371,1
"Tanzania",+2556,0.347,0.347,1
"Thailand",+6681201,0.022,0.022,1
"Thailand",+666,0.024,0.024,1
"Thailand",+6681200,0.022,0.022,1
"Thailand",+669,0.024,0.024,1
"Thailand",+66,0.022,0.022,1
"Thailand",+668,0.024,0.024,1
"Togo",+228627,1200,1200,1
"Togo",+228726,1200,1200,1
"Togo",+228727,1200,1200,1
"Togo",+228427,1200,1200,1
"Togo",+228,0.319,0.319,1
"Togo",+2289,0.357,0.357,1
"Togo",+22896,0.416,0.416,1
"Togo",+22897,0.416,0.416,1
"Togo",+22898,0.416,0.416,1
"Togo",+22899,0.416,0.416,1
"Togo",+228426,1200,1200,1
"Togo",+228626,1200,1200,1
"Tokelau",+690,1170,1170,1
"Tonga",+676,0.67,0.67,1
"Trinidad And Tobago",+18684,0.255,0.255,1
"Trinidad And Tobago",+18686,0.255,0.255,1
"Trinidad And Tobago",+18682,0.267,0.267,1
"Trinidad And Tobago",+1868,0.195,0.195,1
"Trinidad And Tobago",+18687,0.255,0.255,1
"Trinidad And Tobago",+18683,0.267,0.267,1
"Tunisia",+21676489009,1200,1200,1
"Tunisia",+216,0.66,0.66,1
"Tunisia",+2163,0.608,0.608,1
"Tunisia",+2169,0.62,0.62,1
"Tunisia",+2162,0.63,0.63,1
"Tunisia",+2165,0.647,0.647,1
"Tunisia",+21670169979,1200,1200,1
"Tunisia",+21670169989,1200,1200,1
"Tunisia",+216711599,1200,1200,1
"Tunisia",+216746890,1200,1200,1
"Tunisia",+2167488992,1200,1200,1
"Tunisia",+216758298,1200,1200,1
"Tunisia",+216762899,1200,1200,1
"Tunisia",+2167742991,1200,1200,1
"Tunisia",+2167748993,1200,1200,1
"Tunisia",+2167915998,1200,1200,1
"Tunisia",+21680,0.858,0.858,1
"Tunisia",+2168110,0.858,0.858,1
"Tunisia",+21682,0.858,0.858,1
"Tunisia",+21688,0.858,0.858,1
"Turkey",+90594,0.254,0.254,1
"Turkey",+908505311,0.254,0.254,1
"Turkey",+90510260,0.185,0.185,1
"Turkey",+90510261,0.185,0.185,1
"Turkey",+90392,0.059,0.059,1
"Turkey",+90212,0.038,0.038,1
"Turkey",+90592,0.542,0.542,1
"Turkey",+90216,0.038,0.038,1
"Turkey",+90850,0.045,0.045,1
"Turkey",+9051,0.254,0.254,1
"Turkey",+90,0.041,0.041,1
"Turkey",+90444,0.052,0.052,1
"Turkey",+905,0.156,0.156,1
"Turkey",+90522,0.254,0.254,1
"Turkey",+90527,0.254,0.254,1
"Turkey",+90596,0.254,0.254,1
"Turkmenistan",+993,0.15,0.15,1
"Turkmenistan",+9936,0.177,0.177,1
"Turks And Caicos Islands",+1649,0.372,0.372,1
"Tuvalu",+688,1043,1043,1
"Uganda",+25675,0.297,0.297,1
"Uganda",+256477,0.381,0.381,1
"Uganda",+25632,0.295,0.295,1
"Uganda",+25639,0.295,0.295,1
"Uganda",+25677,0.295,0.295,1
"Uganda",+25678,0.295,0.295,1
"Uganda",+256720,0.37,0.37,1
"Uganda",+256762,0.37,0.37,1
"Uganda",+25670,0.316,0.316,1
"Uganda",+25620545,1200,1200,1
"Uganda",+256902,1200,1200,1
"Uganda",+25671,0.363,0.363,1
"Uganda",+256,0.347,0.347,1
"Uganda",+2563,0.347,0.347,1
"Uganda",+256200,0.382,0.382,1
"Uganda",+2562,0.384,0.384,1
"Uganda",+25674,0.33,0.33,1
"Uganda",+25679,0.301,0.301,1
"Uganda",+256723,0.372,0.372,1
"Ukraine",+38099,0.272,0.272,1
"Ukraine",+380,0.16,0.16,1
"Ukraine",+380562,0.16,0.16,1
"Ukraine",+3805637,0.16,0.16,1
"Ukraine",+380567,0.16,0.16,1
"Ukraine",+380572,0.16,0.16,1
"Ukraine",+380573,0.16,0.16,1
"Ukraine",+380577,0.16,0.16,1
"Ukraine",+38044,0.16,0.16,1
"Ukraine",+38091,0.294,0.294,1
"Ukraine",+38092,0.276,0.276,1
"Ukraine",+38067,0.293,0.293,1
"Ukraine",+38068,0.293,0.293,1
"Ukraine",+38096,0.293,0.293,1
"Ukraine",+38097,0.293,0.293,1
"Ukraine",+38098,0.293,0.293,1
"Ukraine",+38094,0.297,0.297,1
"Ukraine",+38063,0.294,0.294,1
"Ukraine",+38073,0.294,0.294,1
"Ukraine",+38093,0.294,0.294,1
"Ukraine",+38050,0.272,0.272,1
"Ukraine",+38066,0.272,0.272,1
"Ukraine",+38095,0.272,0.272,1
"Ukraine",+380482,0.16,0.16,1
"Ukraine",+380487,0.16,0.16,1
"Ukraine",+380487374,1200,1200,1
"Ukraine",+380487408,1200,1200,1
"Ukraine",+380623430,1200,1200,1
"Ukraine",+380623431,1200,1200,1
"Ukraine",+3808929,1200,1200,1
"Ukraine",+38090030,1200,1200,1
"United Arab Emirates",+97189,0.194,0.194,1
"United Arab Emirates",+97152,0.197,0.197,1
"United Arab Emirates",+97155,0.197,0.197,1
"United Arab Emirates",+97156,0.197,0.197,1
"United Arab Emirates",+97180,0.194,0.194,1
"United Arab Emirates",+9712234,0.194,0.194,1
"United Arab Emirates",+971,0.198,0.198,1
"United Kingdom",+447900,0.026,0.026,1
"United Kingdom",+4474415,0.188,0.188,1
"United Kingdom",+4474416,0.188,0.188,1
"United Kingdom",+4474417,0.188,0.188,1
"United Kingdom",+4474418,0.188,0.188,1
"United Kingdom",+4474419,0.188,0.188,1
"United Kingdom",+4474510,0.188,0.188,1
"United Kingdom",+4474511,0.188,0.188,1
"United Kingdom",+4474513,0.188,0.188,1
"United Kingdom",+4474514,0.188,0.188,1
"United Kingdom",+4474515,0.188,0.188,1
"United Kingdom",+4474516,0.188,0.188,1
"United Kingdom",+4474517,0.188,0.188,1
"United Kingdom",+4474518,0.188,0.188,1
"United Kingdom",+4474519,0.188,0.188,1
"United Kingdom",+4474520,0.188,0.188,1
"United Kingdom",+4474521,0.188,0.188,1
"United Kingdom",+4474522,0.188,0.188,1
"United Kingdom",+4474523,0.188,0.188,1
"United Kingdom",+4474524,0.188,0.188,1
"United Kingdom",+4474525,0.188,0.188,1
"United Kingdom",+4474526,0.188,0.188,1
"United Kingdom",+447457,0.188,0.188,1
"United Kingdom",+4474580,0.188,0.188,1
"United Kingdom",+4474581,0.188,0.188,1
"United Kingdom",+4474583,0.188,0.188,1
"United Kingdom",+4474584,0.188,0.188,1
